device,currentmillis,frameno,success,jobInitTime(millis),detectTime(millis),inputNetTime(millis),preprocessingTime(millis),inputSize(kb),rssi,battLevel[init;end],recognition
Xiaomi_Redmi_Note_7,1665509820899,cycling.391.jpg,true,1665509820610,239,42,676,-45,0.22;0.22,['motorbike:0.73';'person:0.69';'person:0.66';'motorbike:0.60']
Xiaomi_Redmi_Note_7,1665509821223,cycling.392.jpg,true,1665509820610,264,58,676,-45,0.22;0.22,['boat:0.63']
Xiaomi_Redmi_Note_7,1665509821469,cycling.393.jpg,true,1665509820610,212,31,676,-45,0.22;0.22,['person:0.80';'motorbike:0.70';'person:0.69';'boat:0.54']
Xiaomi_Redmi_Note_7,1665509821719,cycling.394.jpg,true,1665509820610,224,24,676,-45,0.22;0.22,['boat:0.60']
Xiaomi_Redmi_Note_7,1665509821948,cycling.395.jpg,true,1665509820610,200,27,676,-45,0.22;0.22,['motorbike:0.78';'person:0.76';'boat:0.70';'person:0.62';'car:0.58']
Xiaomi_Redmi_Note_7,1665509822218,cycling.396.jpg,true,1665509820610,236,32,676,-45,0.22;0.22,['car:0.63';'boat:0.53']
Xiaomi_Redmi_Note_7,1665509822448,cycling.397.jpg,true,1665509820610,201,28,676,-45,0.22;0.22,['person:0.88';'motorbike:0.76';'motorbike:0.68']
Xiaomi_Redmi_Note_7,1665509822715,cycling.398.jpg,true,1665509820610,234,31,676,-45,0.22;0.22,['motorbike:0.68';'boat:0.52']
Xiaomi_Redmi_Note_7,1665509822973,cycling.399.jpg,true,1665509820610,231,24,676,-45,0.22;0.22,['person:0.84';'motorbike:0.68';'motorbike:0.63';'boat:0.54']
Xiaomi_Redmi_Note_7,1665509823216,cycling.400.jpg,true,1665509820610,215,26,676,-45,0.22;0.22,['person:0.77';'boat:0.76';'motorbike:0.63']
Xiaomi_Redmi_Note_7,1665509823492,cycling.401.jpg,true,1665509820610,245,28,676,-45,0.22;0.22,['person:0.87';'motorbike:0.72';'boat:0.59';'motorbike:0.51']
Xiaomi_Redmi_Note_7,1665509823772,cycling.402.jpg,true,1665509820610,244,34,676,-45,0.22;0.22,['person:0.65']
Xiaomi_Redmi_Note_7,1665509824059,cycling.403.jpg,true,1665509820610,234,50,676,-45,0.22;0.22,['person:0.84';'boat:0.65';'motorbike:0.55';'car:0.51']
Xiaomi_Redmi_Note_7,1665509824332,cycling.404.jpg,true,1665509820610,246,26,676,-45,0.22;0.22,['boat:0.68';'car:0.58']
Xiaomi_Redmi_Note_7,1665509824690,cycling.405.jpg,true,1665509820610,291,64,676,-45,0.22;0.22,['person:0.77';'boat:0.66';'motorbike:0.64';'car:0.52']
Xiaomi_Redmi_Note_7,1665509824964,cycling.406.jpg,true,1665509820610,234,38,676,-45,0.22;0.22,['motorbike:0.75';'person:0.52']
Xiaomi_Redmi_Note_7,1665509825309,cycling.407.jpg,true,1665509820610,292,52,676,-45,0.22;0.22,['person:0.65';'motorbike:0.56';'boat:0.53']
Xiaomi_Redmi_Note_7,1665509825626,cycling.408.jpg,true,1665509820610,255,60,676,-45,0.22;0.22,]
Xiaomi_Redmi_Note_7,1665509825944,cycling.409.jpg,true,1665509820610,262,54,676,-45,0.22;0.22,['boat:0.71';'car:0.62']
Xiaomi_Redmi_Note_7,1665509826238,cycling.410.jpg,true,1665509820610,251,41,676,-45,0.22;0.22,['boat:0.68';'car:0.52']
Xiaomi_Redmi_Note_7,1665509826555,cycling.411.jpg,true,1665509820610,260,53,676,-45,0.22;0.22,['boat:0.72';'car:0.64']
Xiaomi_Redmi_Note_7,1665509826842,cycling.412.jpg,true,1665509820610,250,33,676,-45,0.22;0.22,['boat:0.60']
Xiaomi_Redmi_Note_7,1665509827068,cycling.413.jpg,true,1665509820610,200,24,676,-45,0.22;0.22,['boat:0.65';'car:0.50']
Xiaomi_Redmi_Note_7,1665509827305,cycling.414.jpg,true,1665509820610,210,23,676,-45,0.22;0.22,['boat:0.65']
Xiaomi_Redmi_Note_7,1665509827533,cycling.415.jpg,true,1665509820610,202,24,676,-45,0.22;0.22,['boat:0.69']
Xiaomi_Redmi_Note_7,1665509827774,cycling.416.jpg,true,1665509820610,213,26,676,-45,0.22;0.22,['boat:0.70']
Xiaomi_Redmi_Note_7,1665509828052,cycling.417.jpg,true,1665509820610,246,30,676,-45,0.22;0.22,['boat:0.65']
